 00:06:25, cause these are distinct, Sensemaking, 0.25,  zoom,  0.00051
 00:06:28, but these are close by., Sensemaking, 0.25,  pan,  0.00051
 00:06:28, This is just one person (u2278),, Question, 0.0,  zoom,  0.00051
 00:06:30, This one is traveling in the summer,, Question, 0.25,  pan,  0.00051
 00:06:30, so I'm guessing the summer stuff is just driving and the winter stuff is all traveling by flight, looks like it, Sensemaking, 0.0,  zoom,  0.00051
 00:06:30, so I'm guessing the summer stuff is just driving and the winter stuff is all traveling by flight, looks like it, Sensemaking, 0.0,  pan,  0.00051
 00:06:30, so I'm guessing the summer stuff is just driving and the winter stuff is all traveling by flight, looks like it, Sensemaking, 0.0,  zoom,  0.00051
 00:06:35, This guy (u9568) is crazy. He's done a lot of checkins but in very very few places., Sensemaking, 0.25,  pan,  0.00051
 00:06:35, This guy (u9568) is crazy. He's done a lot of checkins but in very very few places., Sensemaking, 0.25,  clear,  0.00051
 00:06:36, This guy (u9568) is crazy. He's done a lot of checkins but in very very few places., Sensemaking, 0.25,  brush,  0.00051
 00:06:40, This guy (u9568) is crazy. He's done a lot of checkins but in very very few places., Sensemaking, 0.25,  range select,  0.00204
 00:06:42, This guy (u9568) is crazy. He's done a lot of checkins but in very very few places., Sensemaking, 0.25,  pan,  0.00916
 00:06:43, This guy (u9568) is crazy. He's done a lot of checkins but in very very few places., Sensemaking, 0.25,  zoom,  0.00051
 00:06:45, This guy (u9568) is crazy. He's done a lot of checkins but in very very few places., Sensemaking, 0.25,  pan,  0.00051
 00:06:45, This guy (u9568) is crazy. He's done a lot of checkins but in very very few places., Sensemaking, 0.25,  zoom,  0.00051
 00:06:47, This guy (u9568) is crazy. He's done a lot of checkins but in very very few places., Sensemaking, 0.25,  pan,  0.00051
 00:06:47, This guy (u9568) is crazy. He's done a lot of checkins but in very very few places., Sensemaking, 0.25,  zoom,  0.00051
 00:07:24, It's like the u69 guy., Question, 1.0,  pan,  0.01731
 00:07:24, Just western Europe, California, a few places, Australia, Southeast Asia. , Sensemaking, 0.0,  zoom,  0.00051
 00:07:35, This guy (u7757) isn't checking in California., Question, 0.25,  pan,  0.00051
 00:07:35, This guy (u7757) isn't checking in California., Question, 0.25,  zoom,  0.00051
 00:07:37, This guy (u7757) isn't checking in California., Question, 0.25,  pan,  0.00051
 00:07:37, This guy (u7757) isn't checking in California., Question, 0.25,  clear,  0.00051
 00:07:38, This guy (u7757) isn't checking in California., Question, 0.25,  brush,  0.00305
 00:07:38, This guy (u7757) isn't checking in California., Question, 0.25,  clear,  0.00051
 00:07:38, This guy (u7757) isn't checking in California., Question, 0.25,  brush,  0.00051
 00:07:44, It's just San Diego and Australia, Chicago, New York. , Sensemaking, 0.25,  range select,  0.00051
 00:07:44, so places that are cold like Scandinavian countries no checkin at all in winter,, Sensemaking, 0.25,  pan,  0.00051
 00:07:44, so places that are cold like Scandinavian countries no checkin at all in winter,, Sensemaking, 0.25,  zoom,  0.00051
 00:08:09, so places that are cold like Scandinavian countries no checkin at all in winter,, Sensemaking, 0.25,  pan,  0.03462
 00:08:16, in summer there are a lot of checkins., Sensemaking, 0.25,  range select,  0.00356
 00:08:31, Scandinavian and Alaska, like here no checkins in winter,, Sensemaking, 0.25,  pan,  0.01375
 00:08:33, the summer you see a lot of checkins, Sensemaking, 0.25,  range select,  0.00051
 00:08:33, You can kind of see how the people are migrating during the course of the year., Question, 1.0,  clear,  0.00051
 00:08:33, You can kind of see how the people are migrating during the course of the year., Question, 1.0,  brush,  0.00051
 00:08:36, You can kind of see how the people are migrating during the course of the year., Question, 1.0,  range select,  0.00051
 00:08:36, You can kind of see how the people are migrating during the course of the year., Question, 1.0,  clear,  0.00051
 00:08:37, You can kind of see how the people are migrating during the course of the year., Question, 1.0,  brush,  0.00051
 00:08:38, You can kind of see how the people are migrating during the course of the year., Question, 1.0,  range select,  0.00051
 00:08:44, Like the winter they stay away from the winter areas,, Question, 1.0,  pan,  0.00815
 00:08:53, and in summer they stay away from the hot areas like this., Sensemaking, 1.0,  range select,  0.00255
 00:08:54, Nothing happens in the mid-west from the winter I guess., Sensemaking, 0.25,  clear,  0.00051
 00:08:54, Nothing happens in the mid-west from the winter I guess., Sensemaking, 0.25,  brush,  0.00051
 00:10:01, the other interesting thing is like through the areas like Japan and certain parts of the US, like California, and the east coast is fairly dense throughout the year., Sensemaking, 0.25,  range select,  0.02546
 00:10:01, I kind of see how people are traveling, Like people go more to the urbanized centers, they don't .. fairly go to places that are recognized , Question, 0.5,  clear,  0.00051
 00:10:02, I kind of see how people are traveling, Like people go more to the urbanized centers, they don't .. fairly go to places that are recognized , Question, 0.5,  brush,  0.00051
 00:10:59, I noticed it a few times, but I couldn't figure out what this is. It's like in the ocean, right?, Question, 0.0,  range select,  0.10692
 00:10:59, I noticed it a few times, but I couldn't figure out what this is. It's like in the ocean, right?, Question, 0.0,  clear,  0.00051
 00:11:00, I noticed it a few times, but I couldn't figure out what this is. It's like in the ocean, right?, Question, 0.0,  brush,  0.00051
 00:11:52, I noticed it a few times, but I couldn't figure out what this is. It's like in the ocean, right?, Question, 0.0,  range select,  0.01222
 00:13:03, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  clear,  0.00051
 00:13:09, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  pan,  0.02699
 00:13:19, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  range select,  0.02291
 00:13:19, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  clear,  0.00051
 00:13:21, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  brush,  0.00102
 00:13:21, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  clear,  0.00051
 00:13:21, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  brush,  0.00051
 00:13:22, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  clear,  0.00051
 00:13:23, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  brush,  0.00153
 00:13:23, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  clear,  0.00051
 00:13:23, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  brush,  0.00102
 00:13:26, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  clear,  0.00051
 00:13:29, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  pan,  0.00611
 00:13:29, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  zoom,  0.00051
 00:13:30, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  pan,  0.00051
 00:13:30, so it's in September, just one day - Sep 11, I guess. , Question, 0.0,  zoom,  0.00051
 00:13:38, Is it like the Bermuda Triangle?, Question, 0.0,  pan,  0.00713
 00:13:38, A few days,, Sensemaking, 0.0,  zoom,  0.00051
 00:13:51, late in the evening, Sensemaking, 0.0,  pan,  0.03971
 00:15:36, I don't know, is this soldiers, like in ships, checking in to their , Question, 0.0,  range select,  0.03259
 00:15:38, Or just like tourists going to the Caribbean's,, Question, 0.0,  clear,  0.00051
 00:15:38, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:15:38, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:15:39, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:15:39, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:15:43, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00967
 00:15:48, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  range select,  0.00815
 00:15:48, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:15:48, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:15:49, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:15:49, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:15:54, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.02444
 00:16:05, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  range select,  0.02037
 00:16:14, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00458
 00:16:14, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:16:15, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:16:15, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:16:15, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:16:43, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  clear,  0.00051
 00:16:47, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00713
 00:17:09, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  range select,  0.01680
 00:17:11, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00713
 00:17:11, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:17:13, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:17:13, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:17:16, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00662
 00:17:16, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:17:18, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00560
 00:17:30, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  range select,  0.01120
 00:17:32, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  clear,  0.00051
 00:17:32, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:17:32, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:17:33, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:17:33, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:17:34, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:17:34, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:17:42, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:17:42, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  clear,  0.00051
 00:17:42, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  brush,  0.00051
 00:17:43, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  clear,  0.00051
 00:17:43, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  brush,  0.00153
 00:17:45, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  clear,  0.00051
 00:17:45, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00509
 00:17:47, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  clear,  0.00051
 00:17:47, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
 00:17:47, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  zoom,  0.00051
 00:17:54, oh I'm out of Florida, I'm going to like Caribbean's., Sensemaking, 0.0,  pan,  0.00051
